Name,Calories,Protein,Carbs,Fat
Filety śledziowe w sosie śmietankowym - Polarica,298.0,6.2,6.5,27.3
Baton Choco&Caramel - Mister Choc,456.0,4.1,64.9,19.7
gas pierogi z serem,198.0,8.3,35.5,2.8
Mus śmietankowy - Deluxe,199.0,3.4,25.4,9.2
Chleb tostowy Toster,258.0,9.4,50.0,1.7
Energy Shot Brutus,90.0,0.0,19.0,0.0
Mąka kokosowa - Targroch,359.0,19.2,22.6,15.5
Makaron pappardelle caponi,385.0,15.0,70.8,4.6
Warzywa na patelnię z koperkiem Icefield - Lidl,50.0,2.2,6.9,1.0
Sznycel,133.0,22.0,0.1,5.0
Baton Snickers Max Caramel,503.0,10.1,55.8,26.2
Poğaça,356.0,8.6,33.4,20.9
Choco Milk Protein Coop,55.0,7.9,2.8,1.3
Pasta z grochu,106.0,5.5,13.0,3.9
Ciasto z galaretką marchewkową,177.0,2.4,22.0,8.7
lody amerykanskie,222.0,4.0,22.0,13.0
Sałatka z mozzarellą - Vital Fresh,145.0,7.0,3.9,11.0
Pasta Miso,140.0,10.0,14.7,4.7
Filety śledziowe w sosie chili,121.0,6.1,11.9,5.3
Płatki Mlekołaki Zwijaki Cinis - Lubella,387.0,12.0,72.0,4.0
Żurawina z jabłkiem - Kowalewski,82.0,0.3,18.0,0.3
Kotlet z łopatki wieprzowej,257.0,16.0,0.0,21.7
Jogurt pitny Duet malina porzeczka czerwona - Jovi,68.0,1.7,13.4,0.8
Mleko kokosowo czekoladowe - Alpro,41.0,0.4,7.0,1.1
Pasta z ciecierzycy z jajkiem,155.0,6.8,16.4,6.9
Filety śledziowe w sosie pieprzowym - Fjorden's,242.0,13.0,4.5,19.0
Makaron spaghetti Bucatini no5 - Primo Gusto,354.0,12.0,72.1,1.5
Strucla z makiem,323.0,7.9,41.9,14.5
Serek wiejski - Naramowice,83.0,11.0,2.4,3.0
chleb pięć zbóż (pszenno - żytnie),221.0,6.1,42.0,3.2
Szynka serrano do gotowania,234.0,33.7,1.0,10.6
"Sałatka mix ziaren (dynia, pinia, żurawina, sezam, słonecznik) - Bakalland",601.0,17.0,32.0,43.0
Orzeszki ziemne archaidowe w czekoladzie,566.0,14.1,45.2,36.7
Veggie day,155.0,7.2,2.5,12.6
Risotto z pieczarkami (1:1) i z serem Grana Padano,107.0,2.5,15.7,3.8
Ser wędzony Mini Gołka zakopiańska - Mlekovita,267.0,25.0,0.0,18.5
pieczarki marynowany całe saint eloi,38.0,2.9,3.8,0.5
Seabass fillets (okoń morski) SMAŻONY,194.0,26.0,0.0,10.0
ciastka z pestkami moreli,410.0,6.4,84.0,5.2
Filety śledziowe smażone w zalewie octowej z cebulą - Kapitan Navi,136.0,8.7,2.9,10.0
Serek homogenizowany suszona śliwka,81.0,5.6,14.6,0.1
Płatki - Alpro,375.0,11.0,65.0,6.2
Sałatka Super Ogrodnik zwykła - Salad Story,90.0,3.9,4.9,6.0
Sos Italia serowo-pieczarkowy z natką pietruszki - Winiary,100.0,2.2,6.6,7.1
Pyzy ziemniaczane - Tesco,146.0,2.0,33.0,0.0
Frytki ze skórką - Aviko,126.0,2.5,21.0,3.5
Aptonia ultra gel banana,304.0,0.0,76.0,0.0
Baton Proteinowy Quest Bar,333.0,35.0,12.0,15.0
Jogurt Yoga z jabłkiem i płatkami owsianymi - Vilvi,100.0,8.1,11.0,3.5
Campari Bitter,119.0,0.0,20.0,0.0
Ser Fromage Górski Przysmak - Sobik,348.0,12.0,3.1,32.0
Serek kanapkowy - Fass,122.0,7.0,3.1,9.0
Serek śmietankowy o smaku Tzatziki w plastrach - Capresi,262.0,9.0,2.5,24.0
Przysmak rybny z serem i ziołami FROSTA (mintaj),233.0,12.0,18.8,12.2
Chipsy mniej 70% tłuszczu,415.0,5.6,74.0,9.6
Chleb firmowy ze słonecznikiem - Polish Village Bread,280.0,11.8,30.3,10.2
Mąka konopna bio,392.0,35.5,40.6,9.9
Kokta skinka Jakobsdalas,110.0,20.0,1.8,2.2
Ciastka zbożowe 5 grain - Natura,441.0,7.1,62.0,17.0
Makaron bezglutenowy kolanka (nieugotowany),345.0,6.0,79.0,1.0
Chrupki serowe - Na Maxa,434.0,6.7,65.0,16.0
Kiełbaski seitanowe 150g bio - Wheaty,273.0,33.0,5.2,13.4
Tortilla funtastic,315.0,6.1,59.0,6.7
Czosnek w oleju z ziołami,420.0,2.7,15.0,38.0
Ser tostowy u cioci,283.0,14.0,5.0,23.0
Newella Białko jaja kurzego,55.0,11.6,1.5,0.3
Małże marynowane Abba,117.0,18.4,3.6,3.1
Sos czosnkowo-ziołowy - North Fish,371.0,1.4,7.4,37.3
Ser Mozzarella Wiodąca Marka - Leclerc,231.0,19.0,1.0,17.0
Jogurt w stylu indyjskim - cytryna - zielona herbata,96.0,3.0,14.0,3.0
Czekolady Choco Mix Jelly - Milka,470.0,4.7,67.0,20.5
Zupa soczewica,34.0,0.7,4.7,2.0
ciasteczka sezamowe,507.0,10.0,55.0,26.0
ciastka Peipakoa NH,449.0,24.0,45.7,17.2
Ryż brązowy - Reva,345.0,9.4,68.0,3.0
Chałwa sezamowa grecka z czekoladą gorzką ERIDANOUS (Lidl),574.0,16.4,42.4,36.7
Musztarda piekielna,188.0,6.0,16.0,11.0
Pomidory w puszce - Oro,23.0,1.3,4.0,0.2
Danonki,107.0,6.4,13.8,2.9
"Pasta twaróg chudy Klinek, makrela, jogurt naturalny bakoma 0%",193.0,17.0,3.0,13.0
Pomidory suszone Organic 150 g - Tesco,311.0,14.0,51.0,3.0
Wafle suche bez cukru - Kupiec,384.0,1.9,83.0,3.9
Ciabatki do samodzielnego wypieku,261.0,8.0,53.0,1.5
oranżada hellena,35.0,0.0,9.0,0.0
Mini Naan,272.0,8.2,45.0,5.5
Pomidory suszone na słońcu - Domatesso,229.0,8.7,48.1,0.2
Chłodnik warzywny - Mlekpol,55.0,3.6,5.1,1.8
Mieszanka warzywna śródziemnomorska,22.0,1.0,3.0,0.0
Pizza Americano - Tesco,220.0,9.3,28.9,6.7
Kanapka z tuńczykiem 15 cm - Subway,357.0,19.8,40.8,12.4
Kiełbasa szlachecka,348.0,19.0,0.0,30.0
Tortilla pszenna mała,319.0,9.7,50.4,8.7
Prażynki Na Maxa,562.0,0.6,54.7,37.5
Sos meksykański,70.0,1.6,14.0,0.6
Pomidory Tomat bønner Eldorado,101.0,5.0,16.0,0.7
Zupa kalafiorowa z pomidorami,23.0,0.7,3.4,0.9
Kanapka Chili Cheese Burger - Burger King,337.0,11.0,25.0,22.0
Przyprawa Tacos - Old El Paso,254.0,7.0,37.8,8.3
Chleb litewski z kminkiem,223.0,5.8,47.6,1.0
Roladki Meksykańskie - Sokołów,274.0,12.0,2.5,24.0
Vitargo,370.0,0.0,92.0,0.0
Herbatniki dietetyczne z ziarnem siemienia,318.0,11.0,66.0,1.1
Lód Augusto Guliver,299.0,2.9,31.1,17.6
Serek naturalny - Coop,62.0,11.0,3.0,1.0
Surowe warzywa z dipem,60.0,2.0,4.0,3.0
Kanapka Summer Pita KFC,458.0,32.0,33.0,21.0
Fasola adzuki (suche ziarno),329.0,19.9,62.9,0.5
koktajl warzywny czerwony benefit,72.0,9.0,16.0,0.0
Sok świeży marchewkowo pietruszkowy,22.0,1.0,5.0,1.0
Ser tarty - Tesco,416.0,24.9,2.1,34.2
Jogurt naturalny Milandia - Piątnica,106.0,5.0,6.0,7.0
Sos musztardowy do burgerów - Kamis,76.0,1.8,13.0,1.8
Rurki waflowe w czekoladzie mlecznej,510.0,6.4,62.0,25.0
Szynka praska - Pikok,121.0,19.1,1.9,3.9
Sok czarna porzeczka - granat - Dr Witt,93.0,0.0,22.0,0.0
Jogurt z musem truskawkowym - FruVita,120.0,2.1,18.0,4.3
Kotleciki mięsne - Ikea,250.0,14.0,4.0,20.0
BCAA ZERO,331.0,78.0,0.0,0.0
"Pierogi z łososiem, kaszą gryczaną i boczkiem - Lidl",192.0,6.9,23.0,7.6
Jogurt o smaku liczi - Vitaisa,86.0,4.0,14.0,2.0
Płatki jęczmienne - Lubella,412.0,10.0,66.0,10.0
Polędwica z sarny (pieczona),149.0,29.9,0.0,2.4
Zupa krem z fasoli,100.0,6.0,18.0,1.0
Jogurt mix caribic - Muller,154.0,4.6,17.2,6.9
zupa z marchwii,32.0,0.5,3.2,1.4
Kabanosy snack o smaku italiano - Indykpol,424.0,27.8,1.7,33.0
Jogurt s/s orzechowy,177.0,2.9,18.0,10.0
Lody Śmietankowe TRIO biscotta - Algida,160.0,2.5,26.0,5.0
Udziec z indyka z rodzynkami,103.0,19.3,0.0,2.8
Chleb Fitness Style z ananasem - Schulstad,209.0,5.5,34.1,5.4
Kotlet z płatków owsiano-żytnich,328.0,8.6,43.2,11.2
Kaszka truskawkowa Zbożaki - Nestle,114.0,4.1,19.9,1.9
Sos pieczeniowy jasny Culineo - Biedronka,32.0,1.2,6.0,0.5
"Tarta owsiana ze śliwkami węgierkami (mąka owsiana, olej kokosowy, 1/4 szkl cukru trzcinowego), śliwki bez cukru",304.0,5.7,38.9,12.6
Wafle zbożowo-ryżowe - PETIT,375.0,11.8,75.8,2.0
Pikantny pasztet z tuńczyka - Biedronka,148.0,13.0,8.0,7.0
lody roller owoce leśne Lidl,129.0,1.8,22.0,3.7
Kasza gryczana Buchweizen,364.0,13.0,71.0,2.9
Drink Aperol Spritz,70.0,0.0,10.0,1.0
jogurt drink Vitasia limonka i pitaja,81.0,3.3,14.3,0.9
Kasza kuskus - Lestello,357.0,13.0,72.0,1.0
zupa prezydencka HORTEX,22.0,1.3,3.5,0.3
Sałatka kalafiorowa Asi,145.0,4.4,3.9,12.4
Makaron pełnoziarnisty Świdry (nieugotowany) - Lewiatan,347.0,13.0,66.0,1.3
Chleb z ziarnami słonecznika (Sonnenblumenkernbrot),211.0,5.7,35.8,2.8
Płatki kukurydziane Snow Flakes - Nestle,380.0,5.1,87.5,0.6
Makaron z Kurkumą - Wyśmienity,360.0,11.0,74.0,1.4
Sałatka seler łagodna - Victus,37.0,0.0,8.0,0.0
Dynia w kostkach (mrożona),38.0,0.8,7.4,0.2
Ciastko Magdalenka,395.0,3.8,61.3,14.7
Zupa z kalarepy,48.0,2.4,4.1,2.1
Tempeh,297.0,17.2,10.8,20.5
Sernik z jogurtów greckich tradycyjny,229.0,5.0,17.0,16.0
Wafelki Toffi,327.0,6.8,59.1,7.0
Zupa z ciecierzycy Marokańska,179.0,7.8,29.0,4.5
Puree ziemniaczane z pomidorami i mozzarellą (po przyrządzeniu) - Knorr,91.0,2.5,9.1,4.7
Musli Ballaststoff,382.0,9.2,66.5,7.1
Ryż i chrupiące bites + intensywny Us BBQ - KFC,141.0,5.0,22.0,3.3
Brązowa ciecierzyca konserwowa Natco,78.0,5.0,10.0,2.0
Jogurt z czekoladowymi chrupkami,143.0,3.0,20.0,5.6
Bułka z przyprawami,270.0,8.1,52.6,1.2
Przyprawa chili con carne,355.0,12.3,32.6,14.8
Glogg,50.0,0.0,10.0,0.0
Ser kilmeaden,390.0,26.0,0.1,32.0
Lasagne z łososiem,144.0,6.8,13.0,7.0
Mleko kokosowe - Yas Garden,229.0,2.3,6.0,24.0
Mleko Buttermilch - Nom,39.0,3.6,4.0,1.0
Pestki dyni - Radix Bis,556.0,24.5,18.0,45.8
lodycreme brule z sosem karmelowym,212.0,3.0,32.0,8.0
Mieszanka bakaliowa Cud Miód - Bakalland,531.0,10.0,58.0,28.0
Chrupki czekoladowe,540.0,6.0,66.0,28.0
Fasola konserwowa biała z wędliną sojową i cebulą,79.0,6.0,12.0,1.0
Biszkopty z mlecznym kremem Mix Milk - Balconi,435.0,5.8,53.0,22.0
Makaron ryżowy razowy Terra Sana,345.0,10.9,65.5,3.6
Ciasteczka big cookie delicpol,466.0,7.0,63.0,20.0
Chipsy Salami przekąska,496.0,21.9,0.9,45.0
Limanda żółtopłetwa,90.0,17.6,0.0,1.6
Ser Brunnost,465.0,10.0,43.0,30.0
Deser kokosowy z sosem o smaku czekoladowym,139.0,2.6,16.7,7.0
EXTREME SPEED SHOT OLIMP,172.0,0.0,44.0,0.0
jajo  kurze  książęce,139.0,12.5,0.6,9.7
Stek z polędwiczki wołowej z ryżem brązowym i szpinakiem,150.0,27.6,43.0,27.6
Serek kanapkowy ziołowy - Boursin,404.0,8.0,3.0,40.0
Jogurt pomarańcza-ananas-banan,68.0,1.6,14.0,0.8
Ser żółty Cheese - Violife,285.0,0.0,20.0,23.0
Mus gruszkowy - Agrovita,43.0,0.0,13.0,0.0
Cukierki orbit bez cukru,149.0,0.0,62.0,0.9
GRAAL SARDYNKI W SOSIE POMIDOROWYM,206.0,14.0,5.4,14.0
Muffinka czekoladowa - Żabka,398.0,5.7,52.0,19.0
Serek homogenizowany Jogobella Ballance - Zott,120.0,3.8,17.2,3.9
Ciastka Shortbread truskawkowe,502.0,5.2,60.0,26.0
Fix świderki z kiełbasą w sosie grzybowym,357.0,5.6,63.0,8.8
Deser Sonata o smaku waniliowym - Bakoma,119.0,3.5,14.0,5.5
Ser topiony Capresi w posypce z papryką - Polmlek,288.0,10.0,1.2,27.0
Chrupki kukurydziane o smaku zielonej cebulki,509.0,7.4,57.0,27.0
Szynka leichtschinken hofstadter,101.0,19.0,1.2,2.0
Flądra wędzona,157.0,14.2,0.0,11.2
Żabnica grillowana/pieczona/smażona,97.0,18.6,0.0,2.0
Ostrygi pacyficzne gotowane,163.0,18.9,9.9,4.6
Makrela filety w oleju - Graal,533.0,9.5,0.0,55.0
Deser lodowy Libretto smak jagodowy z czekoladą vermicelli,106.0,0.4,16.9,4.0
"Jogurt waniliowy halfvolle vanillle yoghurt 1,5% vet - Milbona",82.0,3.2,14.0,1.5
Philadelphia u cioci,235.0,5.5,4.0,21.5
Proso z pełnego ziarna,375.0,12.0,75.0,2.5
Gazpacho,18.0,2.9,1.8,0.1
Śledź wędzony z przyprawami,215.0,21.8,0.0,14.8
Pasta bruschetta Italiamo - Lidl,118.0,1.2,3.6,10.7
Kukurydza świeża,100.0,3.3,18.7,1.4
Kanapka Maxi Twist BBQ KFC,279.0,9.6,20.2,17.7
Granola bez glutenu fioletowa,467.0,10.0,73.0,13.0
Lody Bakaliowe Jak Dawniej Kubek - Koral,282.0,4.2,28.0,17.0
Jogurt Activia pełne ziarna jablko-gruszka - Danone,101.0,3.6,15.7,2.5
Pudding,119.0,3.2,20.0,3.2
Sałatka fitness grecka - Tesco,57.0,2.7,3.3,3.1
Ciecierzyca ze szpinakiem,55.0,2.6,7.4,1.5
Masło orzechowe - Reese's,632.0,24.4,22.2,49.5
Jogurt malina i porzeczka - FruVita,68.0,1.7,13.0,0.8
Caponata,100.0,2.0,6.0,7.0
Pasztet z indykiem - Olewnik,268.0,20.0,3.6,19.0
Odżywka Deli Whey Nutella - Fire Snake,399.0,80.0,7.5,5.0
Zupa aksamitna marchewkowa - Biedronka,49.0,0.4,5.4,2.6
Musli Mandelmüsli,408.0,9.0,62.0,12.0
Napój energetyczny energy drink - Emerge,21.0,0.1,4.5,0.0
Spaghetti z marchewką,42.0,1.0,8.0,2.0
Lody Princessa Kokosowa Biała,292.0,3.1,33.7,15.6
Puree ziemniaczane - Aldi,50.0,1.0,10.0,0.0
Nescafe Dolce Gusto Latte macchiato (kapsułki) - Nestle,39.0,1.9,3.6,1.9
Wafle krążki ryżowe - MPC,398.0,8.8,79.9,3.8
Wafelki Familijne Chałwowe - Jutrzenka,536.0,10.0,53.0,31.0
Hummus cytrynowy,197.0,5.5,10.0,14.0
Kasza owsiana TESCO,356.0,10.0,63.0,5.5
Jogurt naturalny Trzebownisko - Mlekovita,68.0,4.4,5.8,3.0
"""Olimp Labs"" Nutramil",417.0,15.6,62.5,11.7
Otręby pszenne - Kupiec,273.0,19.2,18.5,4.8
Makaron kukurydziany (nieugotowany),353.0,13.0,68.0,1.9
Jogurt naturalny Yoghourt Maigre - De Leile,31.0,3.5,4.0,0.1
Sushi chef select,153.0,4.5,25.6,3.4
Pianka waniliowa Vanilj Mallows,333.0,3.0,80.2,0.1
Napój Smoothie strawberry-banana,54.0,0.5,11.9,0.1
Pasta Tom Yum,322.0,3.2,32.0,18.0
Kawa Coffee drink 2w1 - Mokatte,497.0,5.4,59.5,26.7
Ryba Labraks,142.0,19.5,0.0,6.2
Zupa Tajska vege,140.0,4.0,9.0,10.0
SnackWrap - McDonald's,135.0,4.5,14.5,7.5
Syrop malinowy excellence,346.0,0.0,85.0,0.0
Sok jabłko antonówka - Fortuna,44.0,0.0,10.0,0.0
Ciastka otrębusie z orzechami - Kubara,484.0,12.0,47.0,24.0
Baton oats@honey - Nature Valley,456.0,8.0,64.0,17.0
Zupa błyskawiczna tajska (po przyrządzeniu) - Vifon,72.0,1.3,9.1,3.3
Jogurt Almighurt sernikowy - Ehrmann,101.0,3.0,15.5,2.8
Jogurt śmietankowy Smakija - Zott,141.0,2.5,14.5,7.7
Napój energetyczny bez cukru - Verva,8.0,0.4,0.0,0.0
Herbatniki Krakuski małe - Bahlsen,498.0,7.2,64.0,23.0
Zupa kalafiorowa z koperkiem - Poltino,36.0,1.9,5.4,0.5
Piada naleśnik,306.0,8.0,46.0,10.0
Jogurt 7 zbóż z winogronami i ziarnami zbóż - Bakoma,92.0,2.5,15.0,2.5
Biała czekolada White Chocolate - Schogetten,551.0,5.5,58.0,33.0
Napój brzoskwiniowo-jablkowy,37.0,0.1,9.0,0.1
Kiełbasa drobiowo - jagnięca,263.0,22.3,0.0,19.3
Napój sojowy z sokiem ananasowym,47.0,0.7,10.1,0.4
Jogurt Fudge,240.0,4.1,28.5,12.4
Czekolada biała pszenno-ryżowa,524.0,6.0,60.0,29.0
Jogurt pitny Łaciaty bez laktozy ananas-kokos - Mlekpol,66.0,3.0,9.5,1.8
Filety śledziowe w klimacie leśnym z dodatkiem grzybów - Contimax,378.0,8.5,3.1,36.8
sok ananasowy Tymbark,50.0,0.0,12.0,0.0
ciastko roladka cukiernia Róża Biedronka,467.0,3.2,56.0,26.0
Makaron z Ludwina - Pol-Mak,391.0,13.0,76.0,3.4
Czekolada z orzechami - Lindt,573.0,8.0,42.0,40.0
Napój mleczny Mullermilch Limited bananowo-czekoladowy - Muller,79.0,3.4,12.5,1.6
Sok 100% Breakfest (nie z koncentratu) - Tesco,40.0,0.5,9.1,0.1
Jogurt bio lassi Mango - Andechser Natur,85.0,2.4,12.8,2.6
Ryż dziki (nieugotowany),363.0,12.4,73.0,1.5
Syrop z winogron,76.0,0.5,19.7,0.1
Koreczki śledziowe cygańskie,111.0,6.7,5.0,7.2
FruVita napuj jogurtowy malina czerwona porzeczka,68.0,1.7,13.0,0.8
Baton Power Bike - Nutrend,380.0,10.8,64.9,8.1
Chleb Magnat - Putka,290.0,10.0,32.0,13.0
Napój jabłkowy - Caprio,13.0,0.0,3.3,0.0
Chleb wieloziarnisty Mercadona,255.0,7.8,47.5,3.0
Koreczki śledziowe pirackie - Contimax,300.0,7.9,2.2,28.2
Grzanki - Skorpor,447.0,10.7,80.4,9.2
lody tesco magical czekoladowe,232.0,3.0,22.3,14.1
Lay's Scoops - Chipsy,483.0,4.2,61.0,24.0
Musli Spartak,370.0,4.0,68.0,9.5
Łupacz surowy filet,74.0,16.3,0.0,0.5
Herbata Koper Włoski - Herbapol,96.0,3.0,21.0,0.0
Parówki odtłuszczone - Sokolów,259.0,11.0,2.0,23.0
Deser After Eight - Nestle,178.0,4.2,23.3,7.0
Kasza Kamut,337.0,15.0,70.0,2.0
Sos Arabski (pikantny) - Fanex,295.0,0.9,10.3,27.6
Ciasteczka owsiane  z zurawina; bez przenicy (Sante),476.0,9.6,61.0,20.0
Sos czosnkowy - Pudliszki,228.0,1.2,10.8,20.0
Ciepłe lody w polewie o smaku jogurtowo-truskawkowym,293.0,2.6,47.3,10.6
Odżywka białkowa Simple Whey 4u - wanilia,355.0,70.0,14.9,1.3
Tortellini z tofu wędzonym,175.0,9.0,26.0,3.5
Pierogi z soczewicą - Kotwica,275.0,9.3,51.1,4.8
Baranina (łopatka),244.0,17.0,0.0,19.0
Pesto Rosso - Rossman,357.0,1.8,14.0,31.7
Sturbuck -ciastko jasne z czekoladą,470.0,4.8,64.0,21.0
Pieczywo chrupkie śródziemnomorskie - Ryvita,350.0,8.5,66.9,1.7
Mleko Milbona - Lidl,64.0,3.2,4.8,3.6
Makaron pełnoziarnisty (nieugotowany) - Combino,351.0,12.0,68.0,1.9
Ser Mozzarella - Clever,249.0,18.0,1.5,19.0
Ser biały turecki (Sutasz),263.0,16.0,1.5,21.4
Szynka wędzona Pålägget,95.0,15.0,2.0,3.0
Twarożek dla dzieci o smaku waniliowym - Gismo,119.0,6.0,17.1,2.9
Jogurt do picia drink owoce leśne - Jogo,85.0,2.8,14.0,2.0
Serek Mein Quark creme,67.0,12.5,3.4,0.4
Cukierki kulki rumowe Rum-Kokos - Casali,492.0,4.9,61.0,23.0
Zapiekanka ze szpinakiem i jogurtem greckim 0% tłuszczu,174.0,9.0,15.0,8.5
Napój mleczny MilkShake truskawkowy - FruVita,114.0,3.5,12.8,5.4
DOCTOR`S CARBRITE DIET BAR CZEKOLADA & MIĘTA,344.0,36.0,39.0,7.0
Sok wieloowocowy tropikalny - Tesco,47.0,0.6,10.4,0.1
Chleb domowy - Auchan,202.0,6.8,41.6,1.4
Sok z suszonych śliwek kalifornijskich,75.0,0.0,17.0,0.0
Pasta zielona curry De Care - Kanokwan,97.0,3.0,16.0,0.8
Makaron sulechowski rurki,347.0,14.0,67.0,1.7
lody Carte D`or Lemon Pie,165.0,1.6,29.0,4.1
ciastko bagatelka,386.0,7.3,69.0,8.0
Masło migdałowe FA,628.0,25.4,6.5,55.8
Wędzone filety śledzia atlantyckiego w oleju roślinnym RugenFisch,380.0,14.0,0.0,36.0
Kebap Box Berlin 420 g,175.0,9.0,15.0,10.0
Mięso,143.0,26.0,0.0,3.5
Mąka ziemniaczana Bosak,381.0,0.3,91.3,0.1
Makaron fitness z otrębami - Bartolini,351.0,12.0,69.0,1.4
Baton musli wiśnia i żurawina - Sante,384.0,6.2,76.0,5.7
Papryka czerwona wiśniowa,181.0,2.0,13.0,13.0
Baton musli borówka,450.0,4.8,67.5,17.9
Sos indyjski Korma,174.0,1.3,9.4,14.0
Baton z orzechami nerkowca,538.0,13.0,45.0,33.0
shake proteinowy Piña Colada,372.0,75.0,12.5,1.9
Chipsy lightly salted,513.0,7.3,53.0,29.0
Lody Muuucia Kanapka śmietankowa,90.0,1.2,13.2,3.6
Deser czekoladowy - Smart Food,363.0,69.3,10.0,3.5
Serek do smarowania Grani - Lidl,115.0,11.0,2.0,7.0
Baton musli kokos,420.0,4.1,66.4,14.0
100% whey protein professional,371.0,73.0,4.7,6.7
Tortilla Wraps Plain - Crusti Croc,332.0,9.3,54.2,8.0
Borówka suszona,273.0,2.0,58.0,2.0
Pasztet wielkopolski z pomidorkami (puszka) - Netto,208.0,8.0,6.0,17.0
Mleko sojowe - Enerbio,93.0,6.0,9.5,3.0
Warzywa na patelnię żółte - Hortex,64.0,2.1,10.9,1.3
"Sok Vitaminka marchewka, jabłko, gruszka - Hortex",43.0,0.6,9.2,0.4
Ser żółty Roumy,374.0,25.0,1.0,30.0
Lody o smaku czekoladowo-adwokatowym (Kulka Tartuffa),83.0,1.3,10.9,4.1
Serek twarogowy pokryty białą czekoladą - Varena,373.0,9.0,29.0,24.0
Jogurt Jogobella Drink Tropic,70.0,2.2,13.7,0.7
Baton Caramel & Nuts 50 gr,507.0,9.0,51.0,29.0
lody oskar śmietankowe w polewie sorbetowej z czarnej porzeczki,158.0,2.0,23.0,6.0
Zakwas do barszczu ukraińskiego - Dodek,53.0,2.0,11.0,0.0
Tuńczyk w oleju - Sunshine,222.0,26.7,2.2,12.2
Kotlet z kaszy jaglanej i boczniaków,236.0,5.5,20.7,15.6
Bake Rolls pełnoziarniste,461.0,13.0,61.0,17.0
Kiełbasa o smaku kebaba wieprzowo-wołowa,288.0,14.0,3.0,24.0
Baton musli z truskawkami - Nestle,377.0,5.8,67.4,7.2
"Dressing, sos do hamburgera",430.0,1.0,17.0,40.0
Sok Zielony grejpfrut - Sweetie,40.0,0.5,9.2,0.1
Napój orzechowo-migdałowy - Rice Dream,79.0,0.5,15.5,1.6
odżywka białkowa Impact Whey Isolate My Protein,370.0,76.0,7.0,4.0
Baton musli z maliną,429.0,6.9,66.7,14.2
Ciasteczka ryżowe BIO Ania Fun cookies,449.0,3.8,80.5,13.0
Czekolada mleczna z migdałami - Bellarom,595.0,9.7,42.8,41.7
Tortilla PIAD Sfogliata C.R.M - Biedronka,303.0,8.1,47.1,8.6
Mleko kokosowe w proszku - House of Asia,643.0,3.7,44.0,50.0
ser kozi z miodem PRESIDENT,266.0,14.0,12.0,18.0
Etix Energy Sport Bar chocolate flavour + magnesium,365.0,5.1,73.0,5.3
Kvarg (Twaróg),60.0,11.0,3.4,0.2
whey,389.0,63.0,18.3,7.3
Sos Path Tai - Thasia,195.0,0.0,48.0,0.0
Lody śmietankowe z truskawkami Big Milk,156.0,2.0,26.0,5.0
Superfish dorsz w galarecie,49.0,7.9,3.2,0.5
Lody Arietta Premium,216.0,3.1,19.3,14.0
Shake proteinowy wegański,130.0,13.0,16.0,3.5
Kociołek węgierski - Łowicz,58.0,4.0,8.1,0.9
Ser tarty light,264.0,27.5,0.5,16.0
Pasztet z gęsiną - Pikok,287.0,17.0,6.4,21.0
Lody Icepops Lemoniada limonkowa,85.0,0.1,20.6,0.1
Tuńczyk wędzony w zalewie z oleju - Lidl,267.0,20.0,0.0,20.8
Naleśniki z cynamonem,350.0,5.0,45.0,20.0
Krążki gryczane,338.0,11.7,58.5,4.9
Stek,271.0,25.0,0.0,19.0
Makaron wstążki (niemiecki) - Aldi,380.0,15.0,68.0,4.7
Ser Cheddar Lactofree - Ser bez laktozy - Arla,390.0,26.0,0.0,32.0
Baton kokosowy Botak Cocos,532.0,5.0,49.0,34.0
Napój Cytrusy i trawa cytrynowa (bez dodatku cukru) - Fortuna,28.0,0.5,6.6,0.5
DL koktail czekoladowy,339.0,35.0,44.0,7.6
"Baton daktylowy (daktyle, orzechy, czekolada) - Fruit fusion",420.0,10.0,65.0,15.0
Kociołek chłopski - Łowicz,63.0,2.4,6.3,2.8
Kawa mrożona w puszce ICEcoffee Milk - Espresso (Cocio) - Arla,59.0,2.7,9.6,1.1
Makaron Tortellini (nieugotowany),379.0,13.0,66.0,6.5
Kasza perłowa Risana,341.0,9.0,69.0,1.0
Mąka Tempura,123.0,4.2,22.4,1.8
Kanapka śniadaniowa wieprzowa de luxe - McDonald's,255.0,23.0,13.0,15.0
"Wieprzowina mielona, 12% tłuszczu",190.0,20.0,0.4,12.0
Sushi - Kaufland,174.0,6.6,34.0,1.5
Makaron pasta d'oro,345.0,5.5,79.0,0.8
Pasta Tapenada,378.0,2.0,4.0,39.0
Czekoladki Sweet obsession,493.0,4.6,51.0,30.0
Wafelek Grześki malinowe,556.0,6.8,57.7,33.0
Pasta zielona curry,82.0,3.0,15.6,0.8
Sos Wiosenny z koperkiem - Winiary,482.0,1.1,6.6,50.1
Sos Ranch - Subway,421.0,0.0,7.0,42.0
Serek kanapkowy pingo dolce - Biedronka,168.0,11.6,4.6,11.5
Ser żółty Sandwich scheiben,339.0,20.5,3.5,27.0
Placek z cukini,106.0,2.1,11.6,5.7
Aloe vera king z granatem,35.0,0.0,9.0,0.0
Chleb Walnussbrot - Lidl,256.0,7.0,34.0,8.8
"Jogurt 7 zbóż men żurawina, czerwony grejpfrut, ziarnia dyni i słonecznika - Bakoma",92.0,2.9,14.9,2.4
Sos Arabski - Łowicz,61.0,1.7,10.0,1.1
Sos czekoladowy - Dr. Oetker,340.0,1.3,71.1,4.9
